account_id,customer_id,account_type,currency,balance,opened_date,status,recalculated_balance
ACC_000667,CUST_00800,savings,USD,7067.39,2024-04-04,closed,7127.08
ACC_000668,CUST_02879,savings,USD,8431.57,2025-07-21,closed,8446.45
ACC_000669,CUST_02063,savings,GBP,4237.29,2021-04-25,active,12960.64
ACC_000670,CUST_00753,savings,USD,8593.25,2022-04-13,suspended,268.1999999999999
ACC_000671,CUST_01776,savings,USD,7627.4,2024-03-24,active,4160.17
ACC_000672,CUST_00707,savings,EUR,1206.23,2024-02-05,suspended,7039.19
ACC_000673,CUST_04637,savings,GBP,11575.21,2024-03-15,suspended,4717.889999999999
ACC_000674,CUST_01509,checking,EUR,2853.06,2024-07-11,closed,9052.34
ACC_000675,CUST_00620,checking,EUR,7872.26,2022-07-21,closed,14027.720000000001
ACC_000676,CUST_02649,checking,GBP,7763.67,2026-02-14,active,13130.92
ACC_000677,CUST_02271,savings,EUR,1327.96,2024-03-19,closed,3657.0099999999998
ACC_000678,CUST_02725,savings,EUR,5536.94,2022-05-06,closed,10256.08
ACC_000679,CUST_01457,checking,GBP,7726.75,2025-02-08,closed,12907.64
ACC_000680,CUST_01643,checking,GBP,1296.16,2024-10-18,suspended,11063.64
ACC_000681,CUST_04030,savings,GBP,5298.85,2021-09-30,suspended,6792.53
ACC_000682,CUST_03532,savings,USD,7978.02,2022-05-15,suspended,9447.3
ACC_000683,CUST_00870,checking,USD,8171.72,2023-07-28,closed,8605.49
ACC_000684,CUST_00846,savings,GBP,3808.78,2024-07-21,active,12670.85
ACC_000685,CUST_04680,checking,EUR,9633.11,2023-03-22,active,3735.72
ACC_000686,CUST_04077,savings,USD,8916.57,2022-04-19,suspended,6204.26
ACC_000687,CUST_00007,savings,USD,5723.68,2021-09-22,,3085.6
ACC_000688,CUST_02182,savings,USD,3023.15,2022-07-24,closed,6872.05
ACC_000689,CUST_03205,savings,USD,1502.44,2021-09-21,suspended,4019.5699999999997
ACC_000690,CUST_04019,checking,EUR,6132.64,2023-09-04,closed,2826.4300000000003
ACC_000691,CUST_00574,savings,GBP,9393.54,2022-08-12,closed,9652.45
ACC_000692,CUST_03949,savings,USD,4558.54,2023-01-14,suspended,5231.17
ACC_000693,CUST_02940,checking,USD,2422.75,2023-09-08,closed,3707.69
ACC_000694,CUST_03281,savings,USD,7474.77,2024-06-04,suspended,13018.15
ACC_000695,CUST_00742,checking,USD,,2025-12-30,closed,6670.13
ACC_000696,CUST_00659,checking,EUR,6547.71,2023-03-26,suspended,8179.8
ACC_000697,CUST_01663,savings,USD,3424.16,2024-07-30,active,5796.84
ACC_000698,CUST_03147,savings,EUR,3890.45,2025-05-14,suspended,4817.42
ACC_000699,CUST_03195,savings,USD,3410.01,2024-03-17,suspended,1736.53
ACC_000700,CUST_02943,checking,GBP,6497.51,2021-09-08,suspended,5039.41
ACC_000701,CUST_03587,savings,GBP,3981.81,2024-11-05,active,952.7199999999999
ACC_000702,CUST_01581,savings,USD,6777.27,2022-09-02,suspended,9978.69
ACC_000703,CUST_01953,checking,EUR,3135.89,2021-09-04,active,4600.57
ACC_000704,CUST_04428,checking,EUR,6492.5,2024-08-13,suspended,7153.82
ACC_000705,CUST_03680,savings,GBP,7111.34,2022-12-14,closed,11815.88
ACC_000706,CUST_00459,checking,USD,5994.63,2025-02-25,active,11510.67
ACC_000707,CUST_03321,savings,GBP,7751.13,2022-07-27,suspended,1007297.23
ACC_000708,CUST_04285,checking,USD,3555.63,2021-09-05,suspended,7535.75
ACC_000709,CUST_01220,savings,GBP,7077.93,2022-03-14,active,10713.8
ACC_000710,CUST_01159,checking,USD,5700.04,2023-10-03,active,6983.41
ACC_000711,CUST_03860,savings,GBP,2570.8,2022-07-28,suspended,12529.0
ACC_000712,CUST_99999,savings,GBP,-721.1,2024-08-27,suspended,862.4900000000001
ACC_000713,CUST_00409,checking,GBP,-79.48,2024-11-29,closed,7382.46
ACC_000714,CUST_01398,savings,GBP,-1625.08,2021-03-22,active,15445.640000000001
ACC_000715,CUST_04072,savings,GBP,6278.39,2022-06-10,active,3225.83
ACC_000716,CUST_03491,checking,USD,4025.69,2023-12-17,suspended,11291.58
ACC_000717,CUST_03293,checking,GBP,5261.64,2025-07-26,suspended,7121.620000000001
ACC_000718,CUST_04718,savings,EUR,4458.8,2023-06-05,active,10844.28
ACC_000719,CUST_00373,savings,EUR,6745.01,2022-08-12,active,9170.43
ACC_000720,CUST_00989,checking,GBP,6832.74,2025-07-16,closed,2989.51
ACC_000721,CUST_01376,checking,USD,5128.7,2023-12-25,active,2117.07
ACC_000722,CUST_03593,savings,USD,5310.26,2022-01-25,active,8479.75
ACC_000723,CUST_01092,savings,USD,5430.09,2022-04-22,suspended,4074.52
ACC_000724,CUST_03081,savings,GBP,9175.35,2022-02-16,closed,7174.72
ACC_000725,CUST_99999,savings,GBP,,2022-10-10,active,4961.240000000001
ACC_000726,CUST_00730,checking,EUR,2988.44,2023-03-04,suspended,9957.82
ACC_000727,CUST_03899,savings,GBP,7595.78,2021-06-18,active,8417.68
ACC_000728,CUST_02219,checking,EUR,8323.71,2023-02-19,active,3835.45
ACC_000729,CUST_01429,savings,USD,6281.6,2025-08-08,active,3600.32
ACC_000730,CUST_04095,savings,USD,4447.62,2022-07-29,closed,5803.6
ACC_000731,CUST_02849,checking,GBP,10584.68,2024-11-30,suspended,9882.08
ACC_000732,CUST_01930,savings,GBP,5533.44,2025-05-11,suspended,6497.8099999999995
ACC_000733,CUST_00783,checking,USD,5092.36,2022-08-04,suspended,3223.28
ACC_000734,CUST_01796,checking,USD,8995.36,2023-03-06,suspended,17513.84
ACC_000735,CUST_01704,checking,GBP,6426.65,,active,5484.82
ACC_000736,CUST_00923,savings,USD,7819.49,2025-04-24,closed,6275.84
ACC_000737,CUST_04075,savings,GBP,8170.92,2025-03-25,suspended,7060.66
ACC_000738,CUST_00353,savings,USD,3882.59,2025-10-12,closed,9787.07
ACC_000739,CUST_02335,savings,EUR,10303.2,2021-09-09,closed,5159.24
ACC_000740,CUST_02738,checking,GBP,-2386.36,,active,7517.95
ACC_000741,CUST_00429,savings,GBP,-938.97,2025-04-04,active,5603.83
ACC_000742,CUST_03973,savings,GBP,2959.36,2022-01-07,active,4906.29
ACC_000743,CUST_03643,checking,EUR,3729.92,2022-11-19,active,5600.62
ACC_000744,CUST_02668,savings,GBP,6087.87,2025-09-24,closed,8310.13
ACC_000745,CUST_01865,savings,GBP,2931.67,2023-09-29,suspended,12433.22
ACC_000746,CUST_03379,savings,EUR,4964.24,2023-04-29,active,2671.58
ACC_000747,CUST_00602,checking,USD,4384.57,2021-08-01,closed,7107.889999999999
ACC_000748,CUST_00445,checking,GBP,11013.4,2025-03-09,active,7945.54
ACC_000749,CUST_04992,checking,GBP,2585.07,2022-08-30,closed,3870.17
ACC_000750,CUST_03059,savings,EUR,-49.13,2021-10-27,suspended,10117.59
ACC_000751,CUST_01590,checking,EUR,8357.0,2022-07-05,active,6749.79
ACC_000752,CUST_02751,savings,GBP,2858.13,2025-11-08,suspended,6666.75
ACC_000753,CUST_04658,savings,EUR,4725.01,2023-02-28,active,2851.2500000000005
ACC_000754,CUST_00910,checking,EUR,3061.47,2024-02-20,closed,7067.05
ACC_000755,CUST_01402,checking,GBP,7211.53,2024-08-10,closed,-996942.84
ACC_000756,CUST_04944,savings,USD,877.18,2024-10-25,suspended,2780.14
ACC_000757,CUST_01392,savings,GBP,-3397.58,2021-06-05,closed,3246.5800000000004
ACC_000758,CUST_04274,checking,GBP,8887.15,2025-09-14,suspended,9780.49
ACC_000759,CUST_03878,checking,EUR,5742.41,2021-05-31,active,13844.960000000001
ACC_000760,CUST_03507,savings,GBP,8217.93,2022-05-16,closed,6683.01
ACC_000761,CUST_03557,savings,USD,,2023-10-19,active,2955.15
ACC_000762,CUST_04699,savings,EUR,2250.6,2024-10-15,active,1462.89
ACC_000763,CUST_00328,checking,USD,5181.99,2025-08-29,suspended,3826.35
ACC_000764,CUST_00275,checking,USD,6516.17,2023-03-18,closed,4935.49
ACC_000765,CUST_03926,savings,EUR,4675.12,2024-08-07,closed,8627.8
ACC_000766,CUST_01970,savings,USD,4063.55,2022-04-01,active,4056.3900000000003
ACC_000767,CUST_03331,savings,GBP,4359.05,2023-09-21,closed,4092.6600000000003
ACC_000768,CUST_02423,savings,USD,8250.63,2024-09-01,active,6431.57
ACC_000769,CUST_00130,checking,USD,4222.96,2024-08-02,closed,10309.56
ACC_000770,CUST_01325,checking,USD,6800.69,2021-04-24,suspended,7344.29
ACC_000771,CUST_04781,savings,EUR,6040.68,2025-01-07,closed,7630.08
ACC_000772,CUST_01135,checking,GBP,2107.45,2022-10-18,closed,6701.99
ACC_000773,CUST_03803,savings,USD,5905.91,2021-11-13,active,680.8899999999999
ACC_000774,CUST_03152,checking,USD,383.99,2021-06-04,active,5540.8
ACC_000775,CUST_02429,checking,EUR,6204.3,2023-05-21,suspended,8019.23
ACC_000776,CUST_04443,savings,USD,,2026-02-19,active,2325.63
ACC_000777,CUST_02750,savings,USD,8364.24,2026-02-06,suspended,10279.8
ACC_000778,CUST_02981,savings,GBP,2141.93,2022-11-09,closed,11274.33
ACC_000779,CUST_02994,checking,USD,3391.54,2025-02-09,active,6221.42
ACC_000780,CUST_02994,checking,GBP,5852.2,2022-05-03,suspended,5512.6
ACC_000781,CUST_04577,savings,USD,3572.23,2024-11-01,suspended,3771.16
ACC_000782,CUST_01677,savings,EUR,-786.63,2024-04-01,active,5696.07
ACC_000783,CUST_04420,savings,USD,3374.91,2022-04-03,closed,2233.87
ACC_000784,CUST_04752,savings,USD,5840.6,2025-03-24,active,6121.12
ACC_000785,CUST_02625,checking,EUR,8202.58,2023-10-18,suspended,6320.5
ACC_000786,CUST_03464,checking,GBP,10067.63,2022-10-02,active,5630.61
ACC_000787,CUST_03054,checking,EUR,5374.84,2024-11-21,closed,2836.59
ACC_000788,CUST_04107,savings,EUR,6699.48,2024-04-15,suspended,6962.46
ACC_000789,CUST_04357,checking,EUR,7882.35,2025-09-20,suspended,9365.11
ACC_000790,CUST_03015,savings,GBP,-1151.68,2021-07-14,closed,10911.53
ACC_000791,CUST_00715,savings,EUR,1942.35,2021-05-27,active,1580.69
ACC_000792,CUST_02362,savings,GBP,5307.69,2026-01-02,active,4640.51
ACC_000793,CUST_02260,savings,USD,9667.83,2025-08-03,active,7962.65
ACC_000794,CUST_04065,savings,GBP,6889.28,2023-06-24,suspended,3874.1
ACC_000795,CUST_00185,checking,EUR,5989.1,2024-12-21,suspended,1718.34
ACC_000796,CUST_04435,savings,EUR,,2023-10-07,closed,4886.81
ACC_000797,CUST_03441,checking,USD,6280.38,2025-10-19,suspended,16045.75
ACC_000798,CUST_00175,checking,GBP,3210.68,2024-07-21,active,10051.189999999999
ACC_000799,CUST_99999,savings,USD,2660.51,2023-10-26,suspended,5826.05
ACC_000800,CUST_02751,checking,USD,,2023-09-18,closed,5052.01
ACC_000801,CUST_02673,checking,USD,9021.44,2025-08-12,suspended,6320.95
ACC_000802,CUST_04343,checking,EUR,2479.24,2025-02-02,closed,7981.5599999999995
ACC_000803,CUST_04646,savings,EUR,3803.67,2023-09-20,active,6155.26
ACC_000804,CUST_02129,savings,EUR,6413.03,2025-12-17,closed,10532.34
ACC_000805,CUST_02360,savings,GBP,2359.45,2023-03-16,closed,4453.969999999999
ACC_000806,CUST_02329,checking,GBP,5678.49,2021-09-22,suspended,10000.68
ACC_000807,CUST_01317,checking,GBP,5677.41,2023-03-02,active,6929.75
ACC_000808,CUST_01257,savings,GBP,3126.64,2025-04-13,active,4200.21
ACC_000809,CUST_00337,checking,USD,4223.66,2024-11-12,active,1005559.9400000001
ACC_000810,CUST_03611,checking,EUR,2169.27,2024-06-09,active,3545.87
ACC_000811,CUST_01680,savings,USD,9148.3,2021-02-21,closed,7143.8
ACC_000812,CUST_02816,savings,EUR,5772.78,2023-01-31,closed,6166.73
ACC_000813,CUST_04422,savings,USD,1854.07,2026-02-09,closed,12377.59
ACC_000814,CUST_00995,savings,EUR,5378.95,2023-11-08,closed,9870.76
ACC_000815,CUST_01190,checking,EUR,5514.78,2023-10-09,active,4483.79
ACC_000816,CUST_00035,checking,USD,-1729.72,2024-09-25,suspended,7039.03
ACC_000817,CUST_02421,checking,EUR,9021.33,2022-12-24,suspended,7539.24
ACC_000818,CUST_01204,checking,EUR,2031.18,2023-06-12,suspended,2004.6299999999999
ACC_000819,CUST_00920,checking,GBP,11270.64,2025-11-23,active,5260.75
ACC_000820,CUST_04513,savings,EUR,7385.87,2021-11-28,active,7375.9800000000005
ACC_000821,CUST_03290,savings,EUR,1619.51,2024-02-17,closed,11472.72
ACC_000822,CUST_00757,checking,GBP,4057.25,2022-10-11,suspended,1980.9400000000003
ACC_000823,CUST_01598,savings,EUR,7767.85,2024-10-24,active,8063.94
ACC_000824,CUST_00184,savings,USD,4286.74,2024-04-22,closed,13004.85
ACC_000825,CUST_00715,checking,GBP,8534.71,2021-08-20,closed,6859.07
ACC_000826,CUST_02603,savings,USD,3871.79,2022-12-04,closed,4242.44
ACC_000827,CUST_03256,savings,USD,4764.0,2024-11-21,closed,5163.66
ACC_000828,CUST_03028,checking,EUR,7850.45,2021-04-22,active,3853.4300000000003
ACC_000829,CUST_02331,checking,EUR,6810.17,2024-08-25,closed,11198.539999999999
ACC_000830,CUST_03650,savings,GBP,2224.32,2025-11-08,suspended,12761.970000000001
ACC_000831,CUST_03639,checking,EUR,6302.15,2024-06-07,closed,3113.83
ACC_000832,CUST_01341,checking,USD,5502.34,2023-05-01,closed,1389.49
ACC_000833,CUST_01143,savings,GBP,2264.8,2021-10-06,active,8796.039999999999
ACC_000834,CUST_02484,checking,USD,828.57,2024-09-28,closed,7092.96
ACC_000835,CUST_00541,checking,GBP,-794.15,2021-07-10,active,9345.41
ACC_000836,CUST_03354,checking,EUR,4116.73,2023-08-06,active,10136.83
ACC_000837,CUST_99999,checking,USD,4837.98,2025-10-12,suspended,7870.1
ACC_000838,CUST_01121,savings,GBP,6513.73,2021-11-11,closed,5288.0199999999995
ACC_000839,CUST_02371,checking,GBP,7461.44,2024-09-04,closed,5284.57
ACC_000840,CUST_04794,checking,EUR,3758.42,2025-12-21,suspended,5238.14
ACC_000841,CUST_03796,savings,GBP,4750.79,2022-11-14,active,7501.16
ACC_000842,CUST_01261,checking,EUR,2723.83,2022-10-19,suspended,8305.33
ACC_000843,CUST_03871,savings,USD,5261.72,,suspended,8778.26
ACC_000844,CUST_02356,checking,GBP,7905.53,2024-10-22,closed,6786.12
ACC_000845,CUST_02004,savings,GBP,5303.43,2021-04-24,closed,7624.63
ACC_000846,CUST_04039,savings,USD,8489.98,,suspended,8132.68
ACC_000847,CUST_02963,checking,USD,7855.34,2024-01-21,closed,7259.08
ACC_000848,CUST_02112,checking,USD,9373.09,2025-05-25,active,7351.05
ACC_000849,CUST_03057,savings,EUR,5387.7,2024-01-09,active,4214.35
ACC_000850,CUST_04764,savings,GBP,3402.71,2024-01-16,closed,9630.97
ACC_000851,CUST_03776,savings,EUR,6863.7,2021-09-05,active,13195.66
ACC_000852,CUST_00433,checking,EUR,3881.29,2021-11-16,closed,5166.57
ACC_000853,CUST_02916,savings,EUR,6769.55,2023-12-17,closed,1119.3600000000001
ACC_000854,CUST_04338,savings,USD,3011.59,2022-02-12,active,11186.67
ACC_000855,CUST_01501,savings,USD,2514.78,2023-01-02,active,5569.15
ACC_000856,CUST_04454,checking,EUR,8649.34,2025-10-28,suspended,10647.71
ACC_000857,CUST_02466,checking,USD,1962.28,2022-04-16,suspended,11614.69
ACC_000858,CUST_02969,savings,USD,8066.74,2022-01-11,suspended,10168.31
ACC_000859,CUST_02880,savings,GBP,6758.09,2021-04-18,active,5299.87
ACC_000860,CUST_04244,checking,EUR,5282.89,2025-09-10,closed,14098.99
ACC_000861,CUST_03375,checking,GBP,-677.93,2023-03-01,active,7989.03
ACC_000862,CUST_01784,savings,USD,9456.98,2023-07-20,active,8270.369999999999
ACC_000863,CUST_01543,savings,EUR,2195.48,2022-08-24,closed,6795.86
ACC_000864,CUST_00625,savings,GBP,7859.46,2024-07-19,active,6765.69
ACC_000865,CUST_03928,checking,EUR,2927.18,2025-05-07,suspended,4775.17
ACC_000866,CUST_99999,savings,EUR,2686.51,2024-04-19,suspended,5669.57
ACC_000867,CUST_04285,checking,GBP,7005.85,2023-08-06,suspended,9689.91
ACC_000868,CUST_02495,savings,USD,6615.4,2025-04-20,active,14908.35
ACC_000869,CUST_01821,savings,USD,1564.71,2022-08-18,active,14114.710000000001
ACC_000870,CUST_01856,checking,GBP,9310.28,2021-05-03,active,2824.83
ACC_000871,CUST_01066,savings,EUR,4381.86,2024-12-15,suspended,6891.28
ACC_000872,CUST_00915,savings,GBP,5206.79,2024-02-25,closed,5434.43
ACC_000873,CUST_03532,savings,GBP,4108.77,2021-08-11,active,-652.66
ACC_000874,CUST_00268,savings,EUR,1691.71,2022-10-15,active,14619.32
ACC_000875,CUST_02072,savings,GBP,7205.67,2024-05-16,closed,7682.14
ACC_000876,CUST_00084,savings,GBP,5868.65,2021-03-19,suspended,4683.05
ACC_000877,CUST_01682,savings,GBP,2584.75,2026-01-14,suspended,6787.87
ACC_000878,CUST_02879,savings,GBP,7832.4,2025-12-09,active,2084.38
ACC_000879,CUST_02272,checking,EUR,,2024-05-19,active,6547.24
ACC_000880,CUST_04101,savings,USD,5229.13,2025-10-20,suspended,1310.01
ACC_000881,CUST_00559,savings,USD,10329.56,2025-11-19,active,5310.360000000001
ACC_000882,CUST_04332,savings,USD,176.0,2023-12-21,active,10424.56
ACC_000883,CUST_02308,savings,USD,136.39,2023-09-26,active,5844.12
ACC_000884,CUST_00808,savings,USD,,,suspended,6211.9
ACC_000885,CUST_03888,checking,USD,6090.9,2025-09-26,suspended,4800.94
ACC_000886,CUST_01516,checking,USD,3922.87,2023-06-07,active,5677.58
ACC_000887,CUST_01481,checking,EUR,4161.36,2022-01-01,closed,8256.31
ACC_000888,CUST_01755,savings,EUR,2172.75,2023-07-01,active,3781.7099999999996
ACC_000889,CUST_02574,savings,EUR,9995.75,2024-05-14,active,6024.07
ACC_000890,CUST_04257,savings,EUR,11003.05,2023-04-05,closed,7095.9
ACC_000891,CUST_02361,savings,GBP,7696.71,2021-03-16,closed,3095.08
ACC_000892,CUST_04044,savings,EUR,478.14,2025-04-22,closed,5426.74
ACC_000893,CUST_03743,checking,USD,3539.31,2025-09-20,closed,-993980.24
ACC_000894,CUST_01850,checking,EUR,7482.38,2022-07-13,closed,7337.27
ACC_000895,CUST_01546,savings,EUR,4862.51,2022-12-25,suspended,6865.29
ACC_000896,CUST_03010,savings,GBP,7706.66,2025-01-27,suspended,12921.67
ACC_000897,CUST_04027,savings,EUR,8743.45,2021-06-04,closed,1578.19
ACC_000898,CUST_04281,savings,GBP,10721.59,2025-02-21,active,10130.76
ACC_000899,CUST_03234,checking,USD,3035.4,2023-11-14,suspended,7288.04
ACC_000900,CUST_00833,savings,GBP,5243.85,2024-03-16,closed,9967.68
ACC_000901,CUST_01630,checking,GBP,3677.71,2022-02-03,suspended,4307.41
ACC_000902,CUST_03311,savings,GBP,-1002.35,2023-07-23,closed,3025.0
ACC_000903,CUST_04088,checking,USD,7104.76,2023-08-24,suspended,8641.46
ACC_000904,CUST_04863,checking,USD,6690.33,2022-11-25,closed,11656.41
ACC_000905,CUST_02917,checking,USD,3359.52,2022-12-15,suspended,18023.27
ACC_000906,CUST_03313,checking,USD,205.83,2022-10-03,closed,5523.86
ACC_000907,CUST_01207,checking,GBP,3847.63,2025-07-19,active,7212.85
ACC_000908,CUST_02053,checking,EUR,7193.38,2022-07-21,active,6398.29
ACC_000909,CUST_01102,savings,GBP,9012.0,2023-02-02,suspended,2680.82
ACC_000910,CUST_00432,savings,EUR,2862.26,2023-11-09,suspended,5054.91
ACC_000911,CUST_00219,savings,EUR,8323.09,,suspended,3602.58
ACC_000912,CUST_02678,savings,EUR,6867.41,2021-11-27,suspended,6391.95
ACC_000913,CUST_00789,savings,USD,6239.7,2025-11-13,suspended,3186.12
ACC_000914,CUST_04032,checking,GBP,1119.34,2022-09-23,closed,7958.98
ACC_000915,CUST_04078,checking,USD,1249.71,2024-01-01,closed,3507.19
ACC_000916,CUST_04443,checking,USD,2507.64,2021-08-19,suspended,3761.59
ACC_000917,CUST_00144,savings,EUR,4020.84,2024-12-21,active,3647.82
ACC_000918,CUST_03142,checking,EUR,10402.24,2021-03-07,closed,3018.75
ACC_000919,CUST_03625,checking,GBP,3013.29,2024-11-11,active,3685.21
ACC_000920,CUST_01448,checking,USD,7313.75,2024-10-10,active,3887.0
ACC_000921,CUST_04026,checking,GBP,3605.71,2024-02-10,closed,12922.52
ACC_000922,CUST_03187,checking,GBP,6418.12,2024-01-18,suspended,1715.48
ACC_000923,CUST_04018,checking,EUR,4811.06,2025-06-22,suspended,2221.1600000000003
ACC_000924,CUST_01280,savings,EUR,5531.07,2025-09-10,closed,6246.98
ACC_000925,CUST_04052,checking,USD,6108.84,2024-06-15,suspended,5795.4
ACC_000926,CUST_02889,checking,EUR,,2023-09-06,active,2971.2200000000003
ACC_000927,CUST_00230,savings,GBP,6123.39,2021-07-18,closed,5042.19
ACC_000928,CUST_02857,savings,USD,8701.75,2026-01-15,,10327.17
ACC_000929,CUST_03117,savings,EUR,2737.65,2021-11-08,closed,2225.9
ACC_000930,CUST_02927,checking,EUR,8557.6,2021-04-03,active,10228.57
ACC_000931,CUST_02000,savings,GBP,4204.39,2023-11-04,suspended,4419.92
ACC_000932,CUST_02556,savings,USD,3887.02,2025-03-25,active,6726.13
ACC_000933,CUST_02497,savings,EUR,7098.68,2022-05-27,active,4487.26
ACC_000934,CUST_00161,checking,GBP,3976.52,2023-11-23,closed,8014.76
ACC_000935,CUST_03460,checking,EUR,5957.51,2025-06-07,active,6304.49
ACC_000936,CUST_03847,savings,EUR,5677.24,2023-05-12,closed,6254.0
ACC_000937,CUST_04672,checking,EUR,-1250.46,2023-11-16,,5920.89
ACC_000938,CUST_00800,checking,GBP,,2025-02-16,suspended,4483.31
ACC_000939,CUST_01686,checking,EUR,676.69,2021-09-09,suspended,1851.4200000000003
ACC_000940,CUST_02781,savings,USD,,2025-05-11,closed,4458.67
ACC_000941,CUST_99999,checking,GBP,6099.39,2021-06-13,closed,8573.55
ACC_000942,CUST_00617,savings,EUR,6609.77,2021-05-19,closed,9696.54
ACC_000943,CUST_00389,checking,USD,,2023-11-04,closed,5289.07
ACC_000944,CUST_01850,savings,USD,1731.9,2022-06-13,suspended,4887.12
ACC_000945,CUST_00776,checking,EUR,2776.16,2024-10-30,,6922.45
ACC_000946,CUST_04640,checking,EUR,6393.1,2021-03-11,,9544.11
ACC_000947,CUST_02845,savings,USD,8672.83,2024-11-01,closed,4623.9800000000005
ACC_000948,CUST_04134,checking,EUR,,2025-05-28,suspended,6646.03
ACC_000949,CUST_04423,checking,GBP,2366.0,2021-07-23,closed,2828.23
ACC_000950,CUST_03295,checking,USD,9519.25,2022-08-08,suspended,3078.23
ACC_000951,CUST_03712,savings,GBP,4212.9,2022-11-06,suspended,7993.71
ACC_000952,CUST_04228,savings,USD,4306.4,2022-05-02,closed,7830.15
ACC_000953,CUST_01744,checking,EUR,,2023-07-08,suspended,7456.58
ACC_000954,CUST_04364,checking,USD,7172.26,2026-01-26,suspended,2848.2999999999997
ACC_000955,CUST_00490,savings,EUR,7557.82,2024-06-06,closed,4787.49
ACC_000956,CUST_01210,savings,GBP,2882.51,2024-02-05,suspended,4583.669999999999
ACC_000957,CUST_02459,checking,EUR,10253.62,2023-11-07,closed,1009471.29
ACC_000958,CUST_00527,savings,EUR,3238.61,2024-09-14,closed,7981.89
ACC_000959,CUST_02351,savings,EUR,6875.76,2025-10-27,suspended,7843.85
ACC_000960,CUST_04925,savings,EUR,5670.95,2025-03-29,active,10247.39
ACC_000961,CUST_00930,savings,GBP,-1076.67,2022-12-25,active,12696.44
ACC_000962,CUST_02011,checking,EUR,6631.71,2023-07-26,closed,8594.78
ACC_000963,CUST_04586,checking,EUR,6362.37,2023-12-07,suspended,9691.960000000001
ACC_000964,CUST_00303,savings,GBP,-299.15,2022-03-09,closed,9927.14
ACC_000965,CUST_01117,savings,EUR,9576.0,2024-03-30,closed,14230.67
ACC_000966,CUST_04511,savings,USD,6374.57,2021-09-20,active,3385.11
ACC_000967,CUST_03980,savings,GBP,8718.2,2025-10-20,active,5126.43
ACC_000968,CUST_02571,checking,GBP,-148.32,2025-12-20,closed,-992451.5599999999
ACC_000969,CUST_02977,savings,EUR,3768.7,2021-06-20,suspended,3480.8999999999996
ACC_000970,CUST_01151,savings,GBP,8541.81,2021-12-19,suspended,6901.33
ACC_000971,CUST_04098,savings,USD,295.13,2023-07-04,suspended,13122.58
ACC_000972,CUST_04754,checking,EUR,3856.67,2021-08-07,active,9426.93
ACC_000973,CUST_01950,savings,EUR,6219.5,2025-07-26,closed,1197.98
ACC_000974,CUST_04786,checking,USD,-683.74,2022-08-12,suspended,4581.17
ACC_000975,CUST_01932,checking,GBP,1035.83,2025-08-22,active,5644.84
ACC_000976,CUST_00875,savings,GBP,9146.25,2025-03-12,closed,3352.87
ACC_000977,CUST_03600,checking,EUR,5179.38,2021-07-07,suspended,2984.0
ACC_000978,CUST_00458,checking,USD,8530.1,2024-04-13,closed,2188.83
ACC_000979,CUST_00925,checking,USD,5546.29,2022-01-03,closed,6591.92
ACC_000980,CUST_03890,savings,EUR,12367.69,2025-10-16,active,4047.69
ACC_000981,CUST_02973,checking,USD,6316.2,2021-10-28,closed,3456.13
ACC_000982,CUST_02524,savings,USD,8809.34,2025-09-02,suspended,3877.14
ACC_000983,CUST_00285,savings,USD,4261.74,2022-07-17,suspended,11168.1
ACC_000984,CUST_01963,checking,USD,5632.19,2021-07-29,closed,5274.87
ACC_000985,CUST_02533,checking,USD,6925.61,2025-11-02,active,9818.17
ACC_000986,CUST_04381,savings,EUR,7423.42,2022-09-09,closed,7766.78
ACC_000987,CUST_00064,checking,EUR,4883.03,2025-11-12,closed,7260.84
ACC_000988,CUST_00739,savings,EUR,5008.23,2025-10-18,active,4326.79
ACC_000989,CUST_01312,checking,USD,6505.76,2021-03-13,closed,7854.39
ACC_000990,CUST_03328,savings,EUR,6503.79,2021-09-14,active,11724.06
ACC_000991,CUST_04027,checking,USD,1924.82,2025-09-15,closed,8326.3
ACC_000992,CUST_02725,checking,GBP,5674.88,2024-11-24,active,5257.15
ACC_000993,CUST_02137,savings,EUR,5962.32,2025-06-25,closed,6732.41
ACC_000994,CUST_04932,checking,EUR,2071.05,2025-06-27,suspended,5479.900000000001
ACC_000995,CUST_00224,savings,USD,7717.78,2023-04-27,suspended,6873.87
ACC_000996,CUST_01505,checking,USD,6238.23,2023-12-02,active,6560.22
ACC_000997,CUST_00025,checking,GBP,11991.95,2024-09-27,suspended,3283.73
ACC_000998,CUST_02503,checking,USD,4921.96,2021-04-17,active,9200.14
ACC_000999,CUST_00907,savings,GBP,8408.33,2024-10-03,suspended,1880.6299999999999
ACC_001000,CUST_01065,checking,EUR,6617.38,2022-12-27,closed,5276.08
ACC_001001,CUST_03918,savings,EUR,10764.32,2024-10-06,active,14401.29
ACC_001002,CUST_04858,checking,EUR,2090.06,2023-09-24,,9095.67
ACC_001003,CUST_00691,checking,EUR,3514.06,2021-10-02,,3923.43
ACC_001004,CUST_03223,checking,USD,2192.88,2021-04-01,active,8900.72
ACC_001005,CUST_00169,savings,USD,4766.25,2025-05-16,suspended,9341.77
ACC_001006,CUST_01873,savings,EUR,1625.83,2024-07-16,active,6458.71
ACC_001007,CUST_02144,savings,GBP,421.75,,closed,3529.12
ACC_001008,CUST_03513,checking,GBP,-1400.27,2021-09-30,active,1247.8899999999999
