customer_id,full_name,email,country,signup_date,risk_segment
CUST_00955,Dr Gary Smith,watkinskenneth@example.net,British Indian Ocean Territory (Chagos Archipelago),2023-06-22,low
CUST_00956,Mathew Burgess,ghilton@example.org,Syrian Arab Republic,2022-02-27,medium
CUST_00957,Joanna Farmer,guymorris@example.com,Reunion,2022-11-13,low
CUST_00958,Geoffrey Smith,ofoster@example.com,Liberia,2023-04-23,medium
CUST_00959,Joel Smith,alice50@example.org,Solomon Islands,2021-06-20,low
CUST_00960,Joyce Stewart-Webster,smithrachel@example.com,Latvia,2022-02-25,high
CUST_00961,Leonard Grant,donna06@example.com,Pitcairn Islands,2024-08-16,high
CUST_00962,Albert Collins-Wood,kellyhunter@example.org,Bhutan,2023-08-14,low
CUST_00963,Dr Leon Knight,grussell@example.org,Puerto Rico,2025-07-21,medium
CUST_00964,Heather Hughes,katherine62@example.net,Armenia,2024-09-12,low
CUST_00965,Joel Evans,teresa49@example.net,Guernsey,2022-02-20,low
CUST_00966,Emily Chapman,rjohnson@example.net,Rwanda,2023-02-17,high
CUST_00967,Tina Whitehouse-Noble,wattsrobert@example.com,Tunisia,2024-08-03,medium
CUST_00968,Lisa Jones,daniel95@example.net,Aruba,2025-08-20,high
CUST_00969,Hazel Lee-Jones,leejay@example.net,Slovakia (Slovak Republic),2022-08-29,low
CUST_00970,Lorraine Whitehead,chelsearowley@example.net,Cameroon,2024-01-26,high
CUST_00971,Mr Colin Taylor,fiona15@example.org,Morocco,2022-04-24,medium
CUST_00972,Mrs Angela Lewis,martinchristian@example.net,Aruba,2022-06-21,low
CUST_00973,Gerard Williams,wayne43@example.com,Malta,2021-06-12,low
CUST_00974,Terence Taylor-Robson,ugodfrey@example.net,Switzerland,2023-06-27,high
CUST_00975,Laura Lambert,duffydaniel@example.org,Guam,2022-04-01,medium
CUST_00976,Jacob Walker,turnerdale@example.com,Seychelles,2021-08-24,medium
CUST_00977,Mr Elliot Russell,lholt@example.net,Qatar,2024-08-07,medium
CUST_00978,Ms Tracey Jackson,emmajones@example.com,Moldova,2021-04-07,medium
CUST_00979,Terry Palmer,jeremy49@example.net,Japan,2023-09-08,medium
CUST_00980,Henry Young,natasharoberts@example.org,Taiwan,2024-09-03,low
CUST_00981,Roger Watson,patricktomlinson@example.com,Gambia,2024-09-12,low
CUST_00982,Irene Burgess,ohowells@example.net,Cote d'Ivoire,2025-06-03,medium
CUST_00983,Dr Sarah Peters,swilson@example.com,Iceland,2021-04-20,medium
CUST_00984,Katy Hill-Oliver,charlene69@example.com,Armenia,2023-11-28,low
CUST_00985,Luke Bell,ewatson@example.org,United States Minor Outlying Islands,2023-06-20,low
CUST_00986,Mr Arthur Anderson,shaun03@example.net,Grenada,2023-07-30,medium
CUST_00987,Pauline Evans,doylejulia@example.net,Seychelles,2024-12-09,medium
CUST_00988,Carol Begum,ronald02@example.org,Antarctica (the territory South of 60 deg S),2021-03-30,low
CUST_00989,Marie Hopkins,dthomas@example.org,Bolivia,2025-03-13,high
CUST_00990,Mr Kyle Page,vanessa81@example.net,Hungary,2023-07-13,high
CUST_00991,Margaret Newman,wardoliver@example.com,Uzbekistan,2021-11-19,high
CUST_00992,Joanna Young,jjones@example.net,Portugal,2024-07-06,low
CUST_00993,Diana Taylor,fedwards@example.net,Western Sahara,2026-02-08,low
CUST_00994,Ashleigh Hall,bwebb@example.net,Seychelles,2021-07-01,low
CUST_00995,Mr Gerard Morris,bernardgill@example.com,Maldives,2021-08-30,high
CUST_00996,Hollie Burgess,dsykes@example.com,Croatia,2021-08-17,medium
CUST_00997,Bethany Hill,davidevans@example.net,Faroe Islands,2024-06-25,low
CUST_00998,Victoria Edwards,daniellefletcher@example.com,Iran,2022-05-03,low
CUST_00999,Emily Shaw,jenniferwright@example.net,United Arab Emirates,2021-08-30,low
CUST_01000,Bruce Thorpe,palmerdeclan@example.org,Vietnam,2025-01-10,high
CUST_01001,Wendy Palmer,invalid_email,Djibouti,2024-10-05,medium
CUST_01002,Alice Brown,mwilliams@example.net,Western Sahara,2021-08-30,high
CUST_01003,Katie Hale,sally28@example.org,Bouvet Island (Bouvetoya),2025-07-04,high
CUST_01004,Julia Edwards,hgrant@example.net,Bulgaria,2024-10-29,high
CUST_01005,Stuart Gallagher-Cole,jessica32@example.org,Heard Island and McDonald Islands,2023-01-20,low
CUST_01006,Rosemary Jones,jmoore@example.net,Botswana,2022-03-11,high
CUST_01007,Paul Gregory,adriansmith@example.com,Dominican Republic,2025-04-26,medium
CUST_01008,Kyle Carey,sglover@example.net,French Guiana,2024-02-24,medium
CUST_01009,Ms Leah Parsons,josephinejones@example.net,Cambodia,2025-09-22,medium
CUST_01010,Jonathan Roberts,thomasjohnston@example.net,Finland,2023-05-20,medium
CUST_01011,Mitchell Davis,qbrown@example.net,Seychelles,2021-12-17,high
CUST_01012,Dr Marc Khan,wyattsian@example.org,France,2023-11-05,medium
CUST_01013,Sean Saunders-Thornton,saralong@example.com,Antarctica (the territory South of 60 deg S),2023-01-31,medium
CUST_01014,Miss Rosemary Begum,vgoddard@example.com,Greece,2026-01-02,high
CUST_01015,Paula Waters,uparker@example.com,Wallis and Futuna,2023-01-26,high
CUST_01016,Sharon Arnold,joannataylor@example.org,Taiwan,2025-08-10,low
CUST_01017,Graeme Ward,oaustin@example.net,Senegal,2026-01-02,high
CUST_01018,Alexandra Jones,lynda17@example.org,Indonesia,2025-09-03,high
CUST_01019,Clive Williams,qpage@example.com,Jamaica,2025-10-16,low
CUST_01020,Declan Cooper,clive48@example.org,Micronesia,2024-02-01,low
CUST_01021,Brian Murray,jillbarber@example.net,United Arab Emirates,2026-01-03,high
CUST_01022,Pauline Jones-Wright,zrhodes@example.com,Paraguay,2021-10-25,low
CUST_01023,Mr Jason Matthews,colin62@example.org,Ghana,2023-01-23,medium
CUST_01024,Mrs Rosie Grant,smithkathryn@example.org,Moldova,2024-01-08,high
CUST_01025,Mr Dominic Clarke,victor37@example.com,Nepal,2022-07-13,low
CUST_01026,Dr Kimberley Baker,marion72@example.com,Andorra,2024-10-31,low
CUST_01027,Jay Dobson,kate99@example.com,Estonia,2021-03-19,low
CUST_01028,Danielle Barber,edwardsjasmine@example.org,Western Sahara,2024-09-10,low
CUST_01029,Damien Holt,lowesally@example.org,Serbia,2021-04-09,high
CUST_01030,Dale McDonald,jonesleah@example.com,Italy,2025-09-16,low
CUST_01031,Francesca Waters-Campbell,geraldmcdonald@example.com,Seychelles,2021-11-10,low
CUST_01032,Mohamed Holmes,leslieparker@example.net,Cayman Islands,2025-03-03,low
CUST_01033,Conor Kelly-Power,heather69@example.net,Solomon Islands,2026-01-18,medium
CUST_01034,Edward Moore,ltaylor@example.net,Sweden,2025-08-09,medium
CUST_01035,Andrew Shepherd,jodiefrost@example.net,Nicaragua,2022-06-24,high
CUST_01036,Donald Thompson-Richardson,xbell@example.net,Vanuatu,2025-01-11,high
CUST_01037,Mr Charles Reynolds,mharvey@example.net,Comoros,2026-02-19,medium
CUST_01038,Kieran Morrison,ronaldrichardson@example.com,South Africa,2025-09-27,medium
CUST_01039,Clare Morley-Gibbons,dhall@example.com,Moldova,2024-08-21,low
CUST_01040,Abigail Begum,gracetaylor@example.org,Hungary,2023-12-30,low
CUST_01041,Stacey Newton,huntbernard@example.com,Cote d'Ivoire,2021-02-27,medium
CUST_01042,Miss Ashleigh Lloyd,patrick53@example.org,Mauritius,2023-11-05,high
CUST_01043,Dr Clive Watts,edward76@example.com,Lesotho,2024-09-23,medium
CUST_01044,Jack Jackson,chloeevans@example.com,Zambia,2022-12-25,high
CUST_01045,Valerie Watson-Jones,wrobertson@example.org,Qatar,2022-08-23,medium
CUST_01046,Kelly Craig,aaron44@example.com,Armenia,2022-07-24,low
CUST_01047,Aimee Wright,joycebarbara@example.net,Korea,2022-05-21,high
CUST_01048,Dr Eleanor Davies,kennethfinch@example.org,Eritrea,2026-02-15,low
CUST_01049,Leigh Smith-Hicks,obrookes@example.com,Guatemala,2021-07-15,medium
CUST_01050,Jane Parsons,james72@example.org,Norway,2025-04-05,high
CUST_01051,David Walker,mcarroll@example.net,Bermuda,2025-10-04,high
CUST_01052,Dr Rosemary Bird,uward@example.com,Sao Tome and Principe,2025-10-02,high
CUST_01053,Rebecca Walsh,raymond77@example.com,France,2022-03-07,low
CUST_01054,Howard Green-Lees,ibates@example.org,Oman,2023-10-02,medium
CUST_01055,Leon Davies,invalid_email,Canada,2021-02-27,low
CUST_01056,Miss Barbara Tucker,beverleyreid@example.org,Senegal,2022-04-29,high
CUST_01057,Katie O'Brien,elliotthenderson@example.com,Belize,2023-07-12,low
CUST_01058,Gail Walker,samanthabrown@example.net,Denmark,2024-08-28,high
CUST_01059,Adrian White-Carter,frostsharon@example.net,Sri Lanka,2023-06-03,low
CUST_01060,Miss Katherine Taylor,gibsonlisa@example.org,Guadeloupe,2023-11-14,medium
CUST_01061,Dr Terence Jones,hchamberlain@example.org,Palau,2025-01-25,low
CUST_01062,Timothy Bond,lisapearce@example.com,South Africa,2022-01-25,low
CUST_01063,Ruth Bell,marcjones@example.net,Maldives,2024-04-12,low
CUST_01064,Lesley Goddard,wendy93@example.com,Ireland,2023-11-20,low
CUST_01065,Dorothy Smith,martyn14@example.com,Christmas Island,2026-01-30,medium
CUST_01066,Liam Harrison-Morgan,stevenskim@example.org,Guyana,2022-06-14,high
CUST_01067,Catherine Cole,toby81@example.net,Cape Verde,2022-09-28,high
CUST_01068,Eleanor Greenwood,ehall@example.net,Bahamas,2023-08-26,high
CUST_01069,Anthony Evans-Martin,declanwells@example.com,Tonga,2023-04-18,medium
CUST_01070,Jordan Parkin,donald24@example.net,North Macedonia,2021-12-14,medium
CUST_01071,Brian Marsh,davidsonmohamed@example.org,Tokelau,2025-09-24,low
CUST_01072,Dr Martyn Baker,gsingh@example.org,Cocos (Keeling) Islands,2021-05-20,medium
CUST_01073,Ms Kirsty Smith,invalid_email,Bahamas,2024-08-29,high
CUST_01074,Carly Watson,lyndasmith@example.com,Dominica,2023-09-16,medium
CUST_01075,Miss Lindsey White,martinwright@example.com,Estonia,2024-05-12,high
CUST_01076,Dr Norman Bradshaw,alexanderhiggins@example.com,United States Minor Outlying Islands,2023-12-28,medium
CUST_01077,Miss Gemma Manning,reidcarl@example.net,Svalbard & Jan Mayen Islands,2024-09-05,medium
CUST_01078,Debra Parkes,ihewitt@example.com,Cameroon,2024-08-16,high
CUST_01079,Mrs Samantha Thomas,deborah31@example.com,Japan,2026-02-14,high
CUST_01080,Carl Brookes-Stewart,ritamanning@example.org,Chile,2022-10-18,medium
CUST_01081,Dr Katy Morris,wpreston@example.org,United Arab Emirates,2023-02-15,medium
CUST_01082,Ms Margaret Harvey,blackburnkayleigh@example.org,Mozambique,2024-03-06,low
CUST_01083,Marie Jones,harry81@example.net,Guinea,2025-01-20,high
CUST_01084,Lee Shepherd-Taylor,invalid_email,Togo,2023-01-19,low
CUST_01085,Graeme Andrews,akhtarjacqueline@example.net,Greece,2021-05-25,medium
CUST_01086,Sian Wilson,dohertyderek@example.org,Costa Rica,2023-01-22,high
CUST_01087,Mr Jeremy Bennett,karlwhitehouse@example.net,Azerbaijan,2021-09-29,medium
CUST_01088,Aimee Knight,francescapatel@example.org,French Guiana,2022-05-02,high
CUST_01089,Mr Craig Johnson,chelseaphillips@example.net,Libyan Arab Jamahiriya,2023-07-27,medium
CUST_01090,Dr Kyle Brooks,janice23@example.com,Saudi Arabia,2022-12-16,low
CUST_01091,Stanley Roberts,normanmatthews@example.org,Jamaica,2023-03-13,low
CUST_01092,Carl Day,xthompson@example.net,Djibouti,2022-11-26,low
CUST_01093,Janet Hartley,fionabevan@example.com,Norfolk Island,2024-11-23,high
CUST_01094,Lynne James,jillsteele@example.org,Tunisia,2024-10-30,high
CUST_01095,Mr Glen Hughes,adavies@example.org,Finland,2023-03-16,high
CUST_01096,Tina Scott,vfox@example.org,Turks and Caicos Islands,2023-01-01,low
CUST_01097,John Miller-Peters,wilkinsphilip@example.org,Ecuador,2021-11-27,high
CUST_01098,Mr Sean Taylor,fgill@example.org,Suriname,2022-11-24,medium
CUST_01099,Kim McKenzie,rbarnett@example.net,Algeria,2025-06-18,high
CUST_01100,Lisa Young,emiller@example.org,Guam,2026-02-18,low
CUST_01101,Hugh Smith,dyerelizabeth@example.org,United States Minor Outlying Islands,2025-05-31,low
CUST_01102,Dr Kevin Howard,lloydrussell@example.com,Singapore,2024-10-12,medium
CUST_01103,Carole Higgins,invalid_email,Kyrgyz Republic,2022-05-23,high
CUST_01104,Aimee Crawford,ann92@example.net,Iran,2022-12-13,high
CUST_01105,Callum Flynn,ccooper@example.net,Myanmar,2023-12-11,unknown
CUST_01106,Angela Martin,mollyweston@example.com,Heard Island and McDonald Islands,2024-11-17,medium
CUST_01107,Hannah Davies,ifleming@example.org,Cocos (Keeling) Islands,2024-03-04,low
CUST_01108,Ruth Foster,gday@example.net,United States Virgin Islands,2025-09-21,high
CUST_01109,Tracy Robertson-Murphy,imurray@example.net,French Southern Territories,2023-10-07,medium
CUST_01110,Marion Robinson,leigh56@example.com,Mauritius,2022-10-04,high
CUST_01111,Mrs Alexandra Howard,tmorton@example.org,Jordan,2021-10-20,medium
CUST_01112,Frederick Richards,janet43@example.net,Aruba,2022-05-27,low
CUST_01113,Dr Charlie Hodgson,george82@example.org,French Guiana,2024-04-12,medium
CUST_01114,Dr Frank Collins,shannon16@example.org,New Caledonia,2023-09-07,medium
CUST_01115,Rachel Lewis-Wright,robertsonleonard@example.net,Montserrat,2026-01-11,medium
CUST_01116,Francesca Tucker,christinedavis@example.net,Korea,2025-07-29,medium
CUST_01117,Dr Frederick Willis,invalid_email,Puerto Rico,2022-01-10,medium
CUST_01118,Irene Middleton,sullivanmarilyn@example.org,Haiti,2021-10-08,high
CUST_01119,Georgina Thomas,woodwardneil@example.net,Sierra Leone,2025-12-05,low
CUST_01120,Francesca Hargreaves,shaneholt@example.org,Bouvet Island (Bouvetoya),2024-09-15,low
CUST_01121,Abbie Gibbons,rjohnston@example.com,Turkey,2021-11-15,medium
CUST_01122,Mrs Molly Singh,alexandrasteele@example.org,Niue,2021-09-26,medium
CUST_01123,Mr John Jenkins,clarekent@example.net,Bahrain,2022-05-10,high
CUST_01124,Ms Lesley Sutton,fkhan@example.com,Saint Barthelemy,2022-08-03,medium
CUST_01125,Rita Hall-Banks,mary92@example.org,El Salvador,2022-06-27,medium
CUST_01126,Ann Khan,angelawatts@example.org,Kazakhstan,2025-05-14,high
CUST_01127,Annette Lloyd,francestaylor@example.net,Indonesia,2023-12-05,medium
CUST_01128,Patrick Bond,kenneth02@example.com,Cayman Islands,2023-10-11,high
CUST_01129,Jacob Harris,nicholsonanna@example.org,Senegal,2023-10-29,low
CUST_01130,Dr Alan Jones,oliverann@example.com,Samoa,2025-07-21,medium
CUST_01131,Teresa Winter,katherine95@example.org,Dominica,2022-06-21,low
CUST_01132,Gerard Allen-Davis,annette64@example.org,Kiribati,2022-08-17,medium
CUST_01133,Ms Abigail Evans,longchelsea@example.net,Sri Lanka,2023-03-17,medium
CUST_01134,Alison Smith,kieran06@example.com,Comoros,2023-10-20,medium
CUST_01135,Stanley Weston,angela97@example.org,Venezuela,2021-05-21,low
CUST_01136,Jemma Thompson,tlee@example.net,Vanuatu,2021-10-18,medium
CUST_01137,Miss Ashleigh Murphy,ydavies@example.net,Botswana,2024-04-11,high
CUST_01138,Aimee Smith,garethkhan@example.org,Norfolk Island,2023-03-19,low
CUST_01139,Lorraine Carter,suzanne47@example.net,Philippines,2025-05-16,high
CUST_01140,Mary Patel,wendy09@example.net,Wallis and Futuna,2025-12-23,high
CUST_01141,Ms Sheila Lucas,lrogers@example.com,Burundi,2021-07-15,medium
CUST_01142,Ms Samantha Bevan,glen17@example.org,Lao People's Democratic Republic,2024-03-26,medium
CUST_01143,Jamie Davidson,paulfletcher@example.net,Bahrain,2026-01-13,low
CUST_01144,Mr Darren Nolan,invalid_email,Netherlands Antilles,2021-12-23,low
CUST_01145,Olivia Preston,heather87@example.com,Brunei Darussalam,2022-02-07,high
CUST_01146,Shirley Woods,ryanolivia@example.net,Gabon,2025-12-10,medium
CUST_01147,Liam Walker,miahellie@example.com,Oman,2024-02-10,high
CUST_01148,Philip Price,abigail17@example.com,Niger,2023-01-27,medium
CUST_01149,Clare Taylor-Anderson,callumjones@example.com,Iraq,2025-08-30,high
CUST_01150,Denis Ford,catherine70@example.com,Slovakia (Slovak Republic),2022-07-29,medium
CUST_01151,Dr Paula Harrison,bryanhall@example.com,Korea,2024-08-25,low
CUST_01152,Miss Emily Marshall,wgriffin@example.net,Wallis and Futuna,2023-02-12,low
CUST_01153,Ms Denise Dawson,ashleighsmith@example.org,Georgia,2024-08-10,medium
CUST_01154,Ms Brenda Palmer,jade92@example.net,Saint Martin,2023-09-12,high
CUST_01155,Wayne Summers,baileydawn@example.com,Saint Kitts and Nevis,2025-09-16,low
CUST_01156,Claire Allan,sam23@example.com,South Africa,2021-11-13,medium
CUST_01157,Dr Cameron Davies,tony34@example.org,Bolivia,2024-08-16,medium
CUST_01158,Beverley O'Brien,williamross@example.org,Holy See (Vatican City State),2024-11-09,high
CUST_01159,Emily Bradley,ghall@example.net,Turkey,2022-01-24,medium
CUST_01160,Matthew White,robertsjulia@example.com,Equatorial Guinea,2024-04-17,low
CUST_01161,Michelle Dixon,palmerduncan@example.com,Yemen,2026-02-04,low
CUST_01162,Glen Barker,joneswendy@example.org,Cocos (Keeling) Islands,2024-07-14,high
CUST_01163,Miss Brenda Long,grahambernard@example.com,Bahamas,2024-08-09,high
CUST_01164,Emily Singh-Lane,gavindunn@example.net,Nigeria,2024-01-15,low
CUST_01165,Albert Smith,laurendavis@example.net,Barbados,2022-04-25,high
CUST_01166,Stuart Hooper,yphillips@example.net,Libyan Arab Jamahiriya,2023-10-31,low
CUST_01167,Dr Kate Harris,sallypatel@example.org,Djibouti,2025-12-26,medium
CUST_01168,Ms Grace Baker,zoewilliams@example.net,Bangladesh,2024-10-16,high
CUST_01169,Ms Hannah Chapman,vparker@example.org,Thailand,2022-06-14,low
CUST_01170,Irene Mills-Hurst,grahamelaine@example.com,Australia,2023-03-03,high
CUST_01171,Arthur Richardson-Harvey,pollardleonard@example.org,Guatemala,2025-03-24,medium
CUST_01172,Marcus Nixon,ljones@example.com,Norfolk Island,2024-11-29,low
CUST_01173,Hollie Miller,geraldinemellor@example.net,Dominican Republic,2025-10-30,low
CUST_01174,Neil Anderson,smithsian@example.org,Botswana,2023-04-10,low
CUST_01175,Jessica Begum,arthurhill@example.net,Bolivia,2023-06-24,medium
CUST_01176,Adam Phillips,nigel39@example.org,Syrian Arab Republic,2024-08-16,unknown
CUST_01177,David Gibson,patrickcole@example.org,Guinea-Bissau,2022-11-09,high
CUST_01178,Clifford Wallace,jenkinsmarc@example.org,Israel,2025-07-20,low
CUST_01179,Ian Taylor,deborah07@example.org,Bouvet Island (Bouvetoya),2021-11-02,medium
CUST_01180,Natalie Bryan,carolynbrooks@example.com,Iran,2022-09-15,unknown
CUST_01181,Henry Hill,racheltaylor@example.com,Vanuatu,2024-07-10,medium
CUST_01182,Alison Jones,jodiedennis@example.com,Guinea-Bissau,2024-08-27,high
CUST_01183,Georgina Johnson,reecebevan@example.net,Belgium,2023-03-24,high
CUST_01184,Jason Morris-Mills,droberts@example.net,Northern Mariana Islands,2023-12-07,medium
CUST_01185,Dr Megan Barnes,hobbsamelia@example.net,Bangladesh,2025-10-30,medium
CUST_01186,Joanna Smith,stokesamanda@example.com,Cuba,2025-01-04,medium
CUST_01187,Mr Mohammad Davies,emmapearson@example.org,Philippines,2025-05-28,medium
CUST_01188,Mrs Ann Holloway,joshua50@example.com,Andorra,2023-08-23,low
CUST_01189,Carl Wheeler,bellbarry@example.org,Niger,2021-11-25,medium
CUST_01190,Dr Joseph Carey,vedwards@example.net,Grenada,2025-10-16,high
CUST_01191,Kim Young-Howell,nsmith@example.com,United Kingdom,2022-08-28,low
CUST_01192,Lynn Jenkins,gordoncooke@example.com,Papua New Guinea,2021-06-18,medium
CUST_01193,Terence Barnes,vanessa98@example.net,Australia,2024-05-03,low
CUST_01194,Mr Jamie Warner,wmay@example.org,Latvia,2021-10-17,high
CUST_01195,Kerry Patel,marionlee@example.com,Vanuatu,2024-02-05,high
CUST_01196,Neil Collins,lsaunders@example.com,Sierra Leone,2023-09-13,high
CUST_01197,Mr Brandon Moss,kathleenrose@example.net,Denmark,2022-09-18,low
CUST_01198,Lawrence O'Neill,dianehewitt@example.org,Gabon,2023-10-24,low
CUST_01199,Phillip Porter,joyce46@example.com,Australia,2023-06-22,medium
CUST_01200,Abdul Rowe,acook@example.org,Canada,2021-10-02,medium
CUST_01201,Callum Bennett,mharrison@example.net,Cocos (Keeling) Islands,2022-01-13,medium
CUST_01202,Miss Natalie Lamb,swhitehouse@example.org,Colombia,2023-02-24,high
CUST_01203,Paul Roberts,ewood@example.org,Samoa,2023-06-22,medium
CUST_01204,Hazel Hutchinson,hugheshoward@example.org,Cocos (Keeling) Islands,2022-07-19,low
CUST_01205,Gavin Conway,rhysconway@example.net,Equatorial Guinea,2023-12-12,medium
CUST_01206,Ryan Wallace,alison59@example.org,Saudi Arabia,2025-09-28,high
CUST_01207,Grace Palmer,abdulbull@example.net,Botswana,2022-11-25,medium
CUST_01208,Mary Wilson,sbishop@example.com,Morocco,2021-10-17,high
CUST_01209,Jessica Hartley,cartermandy@example.com,Georgia,2025-02-25,high
CUST_01210,Dr Frederick Kennedy,awells@example.net,Bermuda,2024-12-26,high
CUST_01211,Ryan Fisher,georginalawson@example.net,Kuwait,2025-05-19,medium
CUST_01212,Kim Jones,jemma46@example.net,Cook Islands,2024-10-15,low
CUST_01213,Jonathan Mason,hward@example.net,United Kingdom,2021-08-07,medium
CUST_01214,Denis Smith,lindseygray@example.com,Eritrea,2025-10-04,high
CUST_01215,Denise Wright,diane09@example.net,United States of America,2024-08-08,medium
CUST_01216,Donald Mahmood,brian42@example.net,Kiribati,2024-10-22,medium
CUST_01217,Lucy Price-Leach,harrischarlotte@example.net,Uruguay,2022-09-26,medium
CUST_01218,Peter Pearson,williamsalison@example.net,Guam,2024-04-04,high
CUST_01219,Amber Rhodes-Harris,ameliawilliams@example.net,Madagascar,2023-02-23,high
CUST_01220,Mitchell Thompson,gemmahall@example.org,Liechtenstein,2023-03-13,medium
CUST_01221,Dr Joan Whittaker,leighday@example.net,South Africa,2026-02-08,medium
CUST_01222,Debra Thornton,iainthomson@example.net,Sierra Leone,2023-11-28,medium
CUST_01223,Albert Wood,donald24@example.net,Greenland,2023-12-08,low
CUST_01224,Sam Matthews,ruthfinch@example.com,Afghanistan,2022-12-13,high
CUST_01225,Joan Rose,tburrows@example.org,Estonia,2025-02-18,low
CUST_01226,Mark Morris,scottmitchell@example.org,Norfolk Island,2023-01-13,high
CUST_01227,Mr Maurice Brown,bakergeorgia@example.org,Egypt,2024-03-21,medium
CUST_01228,Dr Billy Hawkins,barlowcaroline@example.net,Peru,2021-10-03,low
CUST_01229,Trevor Watkins,usmith@example.org,Kenya,2023-08-03,medium
CUST_01230,Rhys Singh,ugeorge@example.com,Northern Mariana Islands,2025-12-13,low
CUST_01231,Ms Jasmine Scott,aclarke@example.org,Lesotho,2021-11-09,medium
CUST_01232,Brandon Morris,allanhiggins@example.net,Equatorial Guinea,2022-10-11,high
CUST_01233,Shirley Williams,nichollsmelissa@example.org,Saint Martin,2022-04-26,medium
CUST_01234,Kelly Stokes-Murphy,kirstytaylor@example.com,Chile,2023-10-25,high
CUST_01235,Mr Dean Ellis,kieran29@example.com,Azerbaijan,2024-05-11,medium
CUST_01236,Gerard Henry,katherinetucker@example.net,Malaysia,2024-07-19,medium
CUST_01237,Teresa Walker-Matthews,oneillkimberley@example.org,Korea,2021-02-20,high
CUST_01238,Owen Smith-Thomas,singhellie@example.net,Netherlands Antilles,2021-07-25,high
CUST_01239,Arthur Hopkins,lydiaday@example.com,Italy,2022-06-03,low
CUST_01240,Ms Claire Ball,vdean@example.com,Cuba,2022-08-08,medium
CUST_01241,Ryan Robinson-Pearce,reecebarnett@example.org,Greenland,2022-08-27,low
CUST_01242,Mrs Abbie Carter,marc06@example.com,Benin,2025-10-17,low
CUST_01243,Duncan Miller,ggardner@example.net,Saint Barthelemy,2025-01-17,high
CUST_01244,Kevin Simpson,fpeters@example.net,San Marino,2024-06-19,high
CUST_01245,Carol Bell,dale13@example.com,Mauritius,2026-01-08,medium
CUST_01246,Miss Mary O'Neill,harveylauren@example.net,Martinique,2023-03-03,low
CUST_01247,Grace Simpson,jclarke@example.com,Mayotte,2023-05-19,medium
CUST_01248,Ms Tina Morgan,fullerjune@example.net,Cyprus,2023-12-30,low
CUST_01249,Chelsea Ellis,lleach@example.com,Serbia,2021-06-29,high
CUST_01250,Dylan Gray,robertsjune@example.net,North Macedonia,2023-02-15,medium
CUST_01251,Jade Hawkins-Allen,seanmills@example.org,Madagascar,2023-09-24,low
CUST_01252,Annette O'Neill-Elliott,dmartin@example.com,Turks and Caicos Islands,2025-09-10,high
CUST_01253,Dr Nicholas Bailey,vmckenzie@example.net,British Virgin Islands,2025-06-01,low
CUST_01254,Mr Elliot McKenzie,bryandixon@example.com,Djibouti,2024-09-18,medium
CUST_01255,Aimee Green,louisejones@example.com,Tonga,2024-12-27,high
CUST_01256,Mrs June Patel,mmatthews@example.net,Heard Island and McDonald Islands,2022-11-23,low
CUST_01257,Scott Bell,hrobinson@example.com,Jordan,2023-09-28,low
CUST_01258,Beth Reynolds,harriet82@example.org,Saudi Arabia,2023-11-26,medium
CUST_01259,Dennis Hicks,shahvictoria@example.com,Myanmar,2022-10-05,medium
CUST_01260,Dr Joshua Jones,gillpatricia@example.com,Falkland Islands (Malvinas),2023-02-12,medium
CUST_01261,Mrs Kelly Singh,hammondstanley@example.org,Christmas Island,2022-03-31,high
CUST_01262,Kimberley Miller,aimee00@example.org,Dominica,2022-02-21,high
CUST_01263,Dr Elaine Roberts,mollybowen@example.net,Macao,2021-07-12,medium
CUST_01264,Carol Hancock,hayleymurphy@example.com,Turks and Caicos Islands,2024-01-29,high
CUST_01265,Dr Jenna Mills,nmanning@example.org,American Samoa,2025-08-03,low
CUST_01266,Mr Ronald Marshall,thomasbennett@example.org,Kazakhstan,2024-03-07,medium
CUST_01267,Declan Sanders-Patel,joanneholland@example.org,Guatemala,2021-05-10,high
CUST_01268,Emily Brown,pughnathan@example.net,Qatar,2023-05-08,high
CUST_01269,Dr Georgina Griffin,peter57@example.net,Lebanon,2024-02-01,medium
CUST_01270,Dr Beth Stokes,jfowler@example.com,Dominica,2025-03-01,medium
CUST_01271,Philip Wright,hknight@example.org,Tokelau,2021-05-29,high
CUST_01272,Kim Wyatt,ushaw@example.org,Saint Martin,2025-11-09,high
CUST_01273,Dr Terence Shepherd,oliver91@example.net,Morocco,2024-12-17,medium
CUST_01274,Stuart Smith,jessica27@example.net,Slovenia,2024-11-17,high
CUST_01275,Ann Smith,conor04@example.com,Iraq,2025-09-24,low
CUST_01276,Dr Shane Burton,siandobson@example.net,Liberia,2024-05-24,high
CUST_01277,Holly Price,alan48@example.org,Turks and Caicos Islands,2024-02-07,low
CUST_01278,Dr Robert Bolton,louisbutler@example.net,Bahrain,2025-10-29,low
CUST_01279,Henry Barrett,drowley@example.org,Mauritius,2021-07-27,high
CUST_01280,Dr George Hughes,wilkinsonjudith@example.com,Cyprus,2022-06-05,high
CUST_01281,Gerald Fitzgerald,zwall@example.net,France,2025-05-03,medium
CUST_01282,Melanie Smith,kprice@example.net,Norfolk Island,2022-11-12,low
CUST_01283,Joel Cartwright,xhancock@example.org,Heard Island and McDonald Islands,2022-03-17,high
